chapter,heading,hs_code,code_format,description,duty_rate,efta,sg,usa
97,68.01,680100100000,68.01.00.10.00.00,Section XIII - On a base of woven textile fabric only,5%,,,
97,68.01,680100200000,68.01.00.20.00.00,,5%,,,
97,68.01,680100300000,68.01.00.30.00.00,,5%,,,
97,68.01,680100400000,68.01.00.40.00.00,,5%,,,
97,68.01,680100900000,68.01.00.90.00.00,,5%,,,
97,68.02,680210000000,68.02.10.00.00.00,,5%,,,
97,68.02,680221000000,68.02.21.00.00.00,مقطعة أو منشورة بصورة، أحجار نصب وبناء أخر وأصناف مصنوعة منها: بسيطة وبسطح منبسط أو مستوي رخام وترافرتين ومرمر- جرانيت- أحجار أخر- : غيرها: رخام و ترافرتين ومرمر- أحجار، عتبات، أفاريز للشبابيك و الدرابزينات أو األسوار، طنف، درجات- - الحدود أو المسافات وما يماثله,5%,,,
97,68.02,680223000000,68.02.23.00.00.00,,5%,,,
97,68.02,680229000000,68.02.29.00.00.00,,5%,,,
97,68.02,680291100000,68.02.91.10.00.00,,5%,,,
97,68.02,680291210000,68.02.91.21.00.00,: أصناف صحية ثابتة- - أحواض استحمام- - - مغاسل لأليدي- - - أحواض نافورات- - - غيرها- - - مزهريات وأغصان وثمار اصطناعية- - -,5%,,,
97,68.02,680291220000,68.02.91.22.00.00,,5%,,,
97,68.02,680291230000,68.02.91.23.00.00,,5%,,,
97,68.02,680291290000,68.02.91.29.00.00,,5%,,,
97,68.02,680291300000,68.02.91.30.00.00,,5%,,,
97,68.02,680291400000,68.02.91.40.00.00,أعمدة وقواعد وتيجان لألعمدة- - -,5%,,,
97,68.02,680291500000,68.02.91.50.00.00,أقداح وعلب ومنافض للسجائر- - لوازم الكتابة وثقاالت الورق- - -,5%,,,
97,68.02,680291600000,68.02.91.60.00.00,,5%,,,
97,68.02,680291700000,68.02.91.70.00.00,)الخ... ألـواح لسـطـوح أصـنــاف األثــاث (للبوفيهات والمغاسل والطاوالت- - -,5%,,,
97,68.02,680291900000,68.02.91.90.00.00,غيرها- - أحجار كلسية أخر- جرانيت- أحجار أخر- -,5%,,,
97,68.02,680292000000,68.02.92.00.00.00,,5%,,,
97,68.02,680293000000,68.02.93.00.00.00,,5%,,,
97,68.02,680299000000,68.02.99.00.00.00,,5%,,,
97,68.03,680300100000,68.03.00.10.00.00,. )إردواز طبيعي مشغول وأصناف من إردواز طبيعي أو من إردواز مكتل (إردوازين بالط ترابيع وقرامـيد وكتل للبناء أو لرصف الطرق- - -,5%,,,
97,68.03,680300900000,68.03.00.90.00.00,غيرها- - -,5%,,,
97,68.04,680410000000,68.04.10.00.00.00,للطحن أو، بدون هياكل، عجالت شحذ وأصناف مماثلة، أرحية جرش،أرحية طحن أحجار شحذ أو،لنزع األلياف أو للجرش أو للشحذ أو للصقل أو للتقويم أو للقطع أو من مواد شاحذة طبيعية أو، من أحجار طبيعية، وأجزاؤها،صقل يدوية . وإن كانت بأجزاء من مواد أخر،اصطناعية مكتلة أو من خزف أرحية جرش للطحن أو الجرش أو العجن، أرحية للطحن-,5%,,,
97,68.04,680421000000,68.04.21.00.00.00,: وأصناف مماثلة، أرحية عجالت شحذ أُخر مكتل، من ماس طبيعي أو تركيبي- -,5%,,,
97,68.04,680422000000,68.04.22.00.00.00,من مواد شاحذة أخر مكتلة أو من خزف- -,5%,,,
97,68.04,680423000000,68.04.23.00.00.00,من أحجار طبيعية- أحجار شحذ أو صقل يدوية-,5%,,,
97,68.04,680430000000,68.04.30.00.00.00,,5%,,,
97,68.05,680510000000,68.05.10.00.00.00,على قواعد من مواد،مواد شاحذة طبيعية أو اصطناعية بشكل مساحيق أو حبيبات وإن كانت مقطعة بأشكال،نسـجية أو مـن ورق أو ورق مقوى أو من مواد أُخر . معينة أو مخيطة أو مهيأة بأي شكل آخر على قاعدة من أقمشة منسوجة فقط-,5%,,,
69,68.11,680520000000,68.05.20.00.00.00,"A A A A A A - On A base of Paper or paperboard only - On a base of other materials Slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, soundinsulating or sound-absorbing mineral A A A A A A A A A A A A على قاعدة من ورق أو ورق مقوى فقط على قاعدة من مواد أخر-",5%,,,
69,68.11,680530000000,68.05.30.00.00.00,,5%,,,
69,68.06,680610000000,68.06.10.00.00.00,"،صوف خبث المعادن وصوف صخري وأصواف معدنية مماثلة؛ فيرميكوليت مقشر خبث رغوي ومنتجات معدنية مماثلة ممددة؛ مخاليط ومصنوعات من،غضار ممدد عدا ما يدخل في البند،مواد معدنية لعزل الحرارة أو الصوت أو المتصاص الصوت - Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls - Exfoliated vermiculite, expanded clays, foamed Slag and similar expanded mineral materials (including intermixtures thereof) - Other : Elongated pearlite Other (بما فيها مخلوطة، صوف خبث المعادن وصوف صخري وأصواف معدنية مماثلة بشكل كتل أو صفائح أو لفات،)فيما بينها",5%,,,
69,68.06,680620000000,68.06.20.00.00.00,، فيرميكوليت مقشر وغضار ممدد وخبث رغوي ومنتجات معدنية مماثلة ممددة)(بما فيها المخلوطة فيما بينها,5%,,,
69,68.06,680690000004,68.06.90.00.00.04,"Articles of asphslt or of similar moaterial (for example, petroleum bitumen or coal tar pitch). . ) قار نفطي أو زفت قطران الفحم،مصنوعات من أسفلت أو من مواد مماثلة (مثل : غيرهابرليت ممددة غيرها",5%,,,
69,68.06,680690009999,68.06.90.00.99.99,,5%,,,
69,68.07,680710000001,68.07.10.00.00.01,A - In rolls : : بشكل لفات%60 لفات عزل مائي تحتوي على أسفلت بنسبة %40 لفات عزل مائي تحتوي على أسفلت بنسبة,40%,,,
69,68.07,680710000002,68.07.10.00.00.02,,40%,,,
69,68.07,680710000003,68.07.10.00.00.03,A A %27 لفات عزل مائي تحتوي على أسفلت بنسبة,27%,,,
69,68.07,680710000004,68.07.10.00.00.04,A A A A A A A A A A A A A A A A A A A A %48 لفات عزل مائي تحتوي على أسفلت بنسبة : غيرها بالط وترابيع وقراميد وأحجار تبليط- - : ألواح التسقيف والبناء- - ألواح تسقيف تحتوي على اسفلت أو مواد مماثله ألواح بناء تحتوي على أسفلت أو مواد مماثلة أنابيب ولوازمها- - األواني المصبوبة أو المقولبة- - غيرها- - -,5%,,,
69,68.07,680800000000,68.08.00.00.00.00,"A A A A - Other : - - - Tiles,blocks nd tiling stones - - - Ceiling and bulding boards : Roofing sheets made of asphalt Roofing sheets made of oil - - - Pipes and fittings thereof - - - Cast or moulded tableware - - - Other Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders. Articles of plaster or of compositions based on plaster . - Boards, sheets, panels, tiles and similar anicles, not ornamented : - - Faced or reinforced with paper or paperboard only - - Other : - - - Fire Rated Finishing Materials, Gypsum Board, Curtain Wall - - - Other Articles of plaster or of compositions based on plaster. - Other articles : - - - Boards,sheets, panels, tiles and similar articles, ornamented A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A - - - Moulded articles for decoration and ornament (patterns,columns, bowls, vases and similar articles) - - - Moulds used in industry - - - Other : - - - - Fire rated insulation materials of plaster - - - - Fire rated Internal / External Cladding Materials - - - - Other Articles of cement, of enncrete or of artiticial stone, whether or not reinforced. - Tiles, flagstones, bricks and similar articles :",5%,,,
69,68.07,680911000000,68.09.11.00.00.00,".مصنوعات من جص أو من مركبات أساسها الجص : غير مزخرفة، ألواح وصفائح وألواح ذات أطر وترابيع ""بالط"" وأصناف مماثلة مـغطاة على الوجـه أو مقواه بورق أو ورق مقوى فقط- -",5%,,,
69,68.07,680919100000,68.09.19.10.00.00,: غيرها- ) مواد التشطيب والجبس والحوائط الستارية (المقاومة للحريق- - -,5%,,,
69,68.07,680919900000,68.09.19.90.00.00,غيرها من مصنوعات من جص أو من مركبات أساسها الجص- - -,5%,,,
69,68.07,680990100000,68.09.90.10.00.00,: أصناف أخر مزخرفة، ألواح وصفائح ومربعات وأصـناف مـماثلة- - -,5%,,,
69,68.07,680990200000,68.09.90.20.00.00,أصناف مقولبة معدة للزينة وللزخرفة (رسوم وأعمدة وطاسات وأصص- - )ومزهريات وأصناف مماثلة,5%,,,
69,68.07,680990300000,68.09.90.30.00.00,قوالب مستعملة في الصناعة- - : غيرها- - العوازل المقاومة للحريق من جبس- - - -,5%,,,
69,68.07,680990920000,68.09.90.92.00.00,مواد التكسية الداخلية والخارجية المقاومة للحريق- - - -,5%,,,
69,68.07,680990990000,68.09.90.99.00.00,غيرها- - - -,5%,,,
69,68.07,680990910000,68.09.90.91.00.00,,5%,,,
69,68.10,681011000002,68.10.11.00.00.02,. وإن كانت مسلحة،مصنوعات من أسمنت أو من الخرسانة أو من حجر اصطناعي : ترابيع (بالط) وأحجار تبليط و أجر وأصناف مماثلة68 10 11 00 00 01 كتل وأجر للبناء من الخرسانه,5%,,,
69,68.10,681011000003,68.10.11.00.00.03,كتل وأجر للبناء من حجر صناعي,5%,,,
69,68.10,681011000004,68.10.11.00.00.04,بلوك اسمنت معزول بلوك اسمنت غير معزول : غيرها- قرميد سقوف- - : بالط- - : بـالط وكـتل جانـبية (بردورات) لرصف الطرق- - - )بالط لرصف الطرق (انترلوك )كتل جانبية لرصف الطرق (بردورات غيرها من بالط لرصف الطرق,5%,,,
69,68.10,681011000005,68.10.11.00.00.05,,5%,,,
69,68.09,680790200001,68.07.90.20.00.01,"A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A P C I A A A Blocks and beam for construction from artificial stone Insulated blocks with polystyrene Non-insulated cement block - - Other : - - - Roofing bricks - - - Tiles : - - - - Paving blocks and slabs : (Interlock) for paving roads Side tiles and blocks for paving roads Other paving slabs - - - - Tiles covered with a layer of ground stone for flooring or roofing - - - - Granulated marble tiles - - - - Other - - - Other - Other articles : - - Prefabricated structural components for building or civil cngineering - - Other : - - - Fixed bathroom articles - - - Other Articles of asbestos-cement, of cellulose fibrecement or the like. - Containing asbestos - Not containing asbestos : - - Corrugated sheets A A A - - Other sheets, panels, tiles and similar articles A A A A A A A A A A A A A A A - - Other articles: - - - Tanks - - - Basins and fixed bathroom fittings - - - Vases - - - Other : Columns, pedestrals, bases and capitals for columns of cellulose fibre-cement or the like Other Blocks and pavements for construction of concrete A PROHIBITED ممنوع استيراده",5%,,,
69,68.09,680790200002,68.07.90.20.00.02,,5%,,,
69,68.09,680790300000,68.07.90.30.00.00,,5%,,,
69,68.09,680790400000,68.07.90.40.00.00,,5%,,,
69,68.09,680790900000,68.07.90.90.00.00,,5%,,,
69,68.09,680790100000,68.07.90.10.00.00,": كتل وأجر للبناء- كتل وأجر للبناء من اسمنت A - - Building blocks and bricks : Blocks and mixes for building made of cement ألواح ذات أطر وألواح وترابيع ""بالط"" وكتل وأصناف مماثلة من ألياف نباتية أو مكتلة،قش أو قشارة أو قطع صغيرة أو دقائق أو نشارة أو فضالت أُخر من خشب بإسمنت أو بجص أو بمواد تماسك معدنية أخر",5%,,,
69,68.09,681019100000,68.10.19.10.00.00,,5%,,,
69,68.09,681019210001,68.10.19.21.00.01,,5%,,,
69,68.09,681019210002,68.10.19.21.00.02,,5%,,,
69,68.09,681019219999,68.10.19.21.99.99,,5%,,,
69,68.09,681019220000,68.10.19.22.00.00,بالط مغطى بطبقة من الحجر المجـروش (عادي) لألرضيات والسطوح- - - -,5%,,,
69,68.09,681019230000,68.10.19.23.00.00,بالط كسر رخام- - - غيرها- - - غيرها- - : مصنوعات أخر-,5%,,,
69,68.09,681019290000,68.10.19.29.00.00,,5%,,,
69,68.09,681019900000,68.10.19.90.00.00,,5%,,,
69,68.09,681091000000,68.10.91.00.00.00,عناصر إنشائية مسبقة الصنع للبناء أو الهندسة المدنية- -,5%,,,
69,68.09,681099100000,68.10.99.10.00.00,: غيرها- أصناف صحية ثابتة- - غيرها- - مصنوعات من خليط حرير صخري (اسبستوس) بأسمنت أو من خليط ألياف سليلوز . بأسمنت أو أصناف مماثلة ) محتوية على حرير صخري (اسبستوس: ) غير محتوية على حرير صخري (اسبستوس صفائح مموجة- -,5%,,,
69,68.09,681099900000,68.10.99.90.00.00,,5%,,,
69,68.11,681140000000,68.11.40.00.00.00,,5%,,,
69,68.11,681181000000,68.11.81.00.00.00,,5%,,,
69,68.11,681182000000,68.11.82.00.00.00,وقرمـيد وأصناف مماثلة، صفائح آخـر وألـواح ذات أطـر- -,5%,,,
69,68.11,681189100000,68.11.89.10.00.00,: أصناف أخر- خزانات- - أحواض وأصناف صحية ثابتة- - مزهريات- - : غيرها- - -,5%,,,
69,68.11,681189200000,68.11.89.20.00.00,,5%,,,
69,68.11,681189300000,68.11.89.30.00.00,,5%,,,
69,68.11,681189900001,68.11.89.90.00.01,أعمدة من خليط ألياف سيليلوز بأسمنت أو أصناف مماثلة,5%,,,
69,68.11,681189909999,68.11.89.90.99.99,غيرها,5%,,,
69,68.12,681280000000,68.12.80.00.00.00,"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carhonate; articles of such mixtures or of asbestos (for example, thread, woven fabric, clothing, headgear, footwear, gaskets), whether or not reinforced, other than P C I A A A A A A A A A A A A A A A A A A A A A P C I A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A PROHIBITED ممنوع استيراده PROHIBITED ممنوع استيراده - OF crocidolite - Other : - - Clothing, clothing accessories, footwear and headgear : Arrayed Clothing accessories shoes Headwear - - Other : Threads weave Other Friction material and articles thereof (for example, sheets, rolls, strips, segments, dises, washers, pads), not mounted, for brakes, for clutches or the like, with a basis of asbestos, of other mineral substances or of cellulose, whether or not combined with textile or other materials. - Containing asbestos - Not containing asbestos : - - Brake linings and pads : Brake pads Brakes for brakes - - Other : Sheets Rolls Tapes Circular cut DVDs Episodes Cushions Other Worked mica and articles of mica, including agglomerated or reconstituted mica, whether or not on a support of paper,paperboard or other materials. - Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support - Other : - - - Pipes, ducts and similar moulded articles : A A A A A A A A A A A A A A A Pipe Molded Molded ducts Other - - - Other : Washbasins Other Articles of stone or of other mineral substances (including carbon fibres, articles of carbon fibres and articles of peat),not elsewhere specified or included. - Carbon fibres; articles of carbon fibres for nonelectrical uses; other articles of graphite or other carbon for non-electrical uses : A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A مخاليط أساسها حرير صخري أو أساسها حرير،ألياف حرير صخري مشغولة صخري وكربونات مغنسيوم؛ مصنوعات من تلك المخاليط أومن حرير صخري وإن كانت،) الخيوط والنسج والمالبس وأغطية الرأس واألحذية والفواصل،(مثل من كروسيدوليت: غيرها-",5%,,,
69,68.12,681291000001,68.12.91.00.00.01,: أحذية وأغطية الرأس، ألبسة وتوابع ألبسة- ألبسة توابع ألبسة أحذية أغطية الرأس : غيرها- خيوط نسج غيرها,5%,,,
69,68.12,681291000002,68.12.91.00.00.02,,5%,,,
69,68.12,681291000003,68.12.91.00.00.03,,5%,,,
69,68.12,681291000004,68.12.91.00.00.04,,5%,,,
69,68.12,681299000001,68.12.99.00.00.01,,5%,,,
69,68.12,681299000002,68.12.99.00.00.02,,5%,,,
69,68.12,681299009999,68.12.99.00.99.99,,5%,,,
69,68.13,681320000000,68.13.20.00.00.00,وأشرطة وقطع دائرية وأقراص،أدوات احتكاك ومصنوعاتها (مثل صفائح ولفات ، للفرامل أو لمجموعات التعشيق أو ما يماثلها، ووسائد) غير مركبة،وحلقات وإن تضمنت نسجا ً أو مواد،أساسها حرير صخري أو مواد معدنية أُخر أو سليلوز . أُخر ) محتوية على حرير صخري (اسبستوس: ) غير محتوية على حرير صخري (اسبستوس: ) بطائن ولبادات فرامل (أدوات احتكاك للفرامل- بطائن فرامل غير مثبته على صحيفة من معدن لبادات فرامل غير مثبته على صحيفة من معدن : غيرها- صفائح لفات اشرطه قطع دائريه اقراص حلقات وسائد غيرها,5%,,,
69,68.13,681381000001,68.13.81.00.00.01,,5%,,,
69,68.13,681381000002,68.13.81.00.00.02,,5%,,,
69,68.13,681389000001,68.13.89.00.00.01,,5%,,,
69,68.13,681389000002,68.13.89.00.00.02,,5%,,,
69,68.13,681389000003,68.13.89.00.00.03,,5%,,,
69,68.13,681389000004,68.13.89.00.00.04,,5%,,,
69,68.13,681389000005,68.13.89.00.00.05,,5%,,,
69,68.13,681389000006,68.13.89.00.00.06,,5%,,,
69,68.13,681389000007,68.13.89.00.00.07,,5%,,,
69,68.13,681389009999,68.13.89.00.99.99,,5%,,,
69,68.14,681410000000,68.14.10.00.00.00,وإن كانت مثبته، بما فيها الميكا المكتلة أو المجددة،ميكا مشغولة ومصنوعاتها .على حامل من ورق أو ورق مقوى أو من مواد أخر وإن كانت على حامل، ألواح وصفائح وأشرطة من ميكا مكتلة أو مجددة-,5%,,,
69,68.14,681490100001,68.14.90.10.00.01,: غيرها: أنابيب ومـجـاري وما يماثلها من أصـناف مقولبة- - انابيب مقولبه مجاري مقولبه غيرها : غيرها- - مغاسل غيرها,5%,,,
69,68.14,681490100002,68.14.90.10.00.02,,5%,,,
69,68.14,681490109999,68.14.90.10.99.99,,5%,,,
69,68.14,681490900001,68.14.90.90.00.01,,5%,,,
69,68.14,681490909999,68.14.90.90.99.99,,5%,,,
69,68.15,681511000000,68.15.11.00.00.00,"مصنوعات من حجر أو مواد معدنية أخر (بما فيها ألياف الكربون و مصنوعاتها . غير مذكورة وال داخلة في مكان آخر،)""ومصنوعات من الخنور ""طحلب الوقود ألياف الكربون؛ مصنوعات من ألياف الكربون الستعماالت غير كهربائية؛: مصنوعات أخر من جرافيت أو كربون آخر الستعماالت غير كهربائية -- Carbon fibres ألياف الكربون- -- Fabrics of carbon fibres أقمشة من ألياف الكربون- -- Other articles of carbon fibres : : مصنوعات أخر من ألياف الكربون- - - - Filter tubes and discs of carbon fibres أنابيب وأقراص الترشيح من ألياف الكربون- - - - - Axial ignots of carbon fibres سبائك للمحاور من ألياف الكربون- - - - - Worked bricks and tiles of carbon fibres األجر والترابيع المشغولة من ألياف الكربون- - - - - Moulds for the manufacture of articles of ... ميداليات، القوالب لـصنـاعـة الـقـطـع الصغيرة ذات النتوءات الدقيقة (نقود- - delicate design (e.g., coins, medals, etc.) of carbon الخ) من ألياف الكربون fibres - - - Other غيرها- - -- Other : : غيرها- - - - Filter tubes and discs أنابيب وأقراص الترشيح- - - - - Axial ignots سبائك للمحاور- - - - - Worked bricks and tiles األجر والترابيع المشغولة- - - - - Moulds for the manufacture of articles of delicate ) الخ... ميداليات، لقوالب لـصنـاعـة الـقـطـع الصغيرة ذات النتوءات الدقيقة (نقود- - design (e.g., coins, medals, etc.) - - - Articles of nuclear grade graphite مصنوعات من الجرافيت ذو الدرجة النووية- - - - - Other غيرها- - - Articles of peat : :) مصنوعات من خنور (طحلب الوقود- - - Plates صفائح- - - - - Cylinderical shapes أشكال اسطوانية- - - - - Plant pots أوعية لزرع النباتات- - - - - Other غيرها- - - Other articles : : مصنوعات أخر-- Containing magnesite, magnesia in the form أو دولوميت بما فيها بشكل، محتوية على مغنزيت أومغنيزيا بشكل بريكالس- of periclase, dolomite including in the form of : دوليم أو كروميت dolime, or chromite: - - - Non-fire treated bricks of dolomite agglomerated اآلجر غير المعالج بالنار المصنوع من دولوميت مكتل بقطران- - with tar - - - Bricks and other forms of magnesite or chrome اآلجر واألشكال األخر المصنوع من مغنزيت أو من مغنزيت الكروم غير- - magnisite,not fire-treated المعالج بالنار - - - Other غيرها- - - - Other : : غيرها- - - - Unfired pots of silice or alum (e.g., those الحرابي من سليس أو من شب غير المعالجة بالنار (كالتي تستعمل إلذابة- - )الزجاج used for melting glass) - - - Touchstone for testing precious metals أحجار الحك الختبار المعادن الثمينة- - - - - Paving blocks and slabs : : كتل وألواح للرصف- - Blocks كتل Plates for paving الواح للرصف - - - Filter tubes of finely crushed and agglomerated أنابيب التـرشـيح من مـرو أو من صـوان مسحوقين سحقا ً ناعما ً ومكتلين- - quartz or flint - - - Other blocks, slabs or sheets of melted : كـتـل وألواح وصفائح أخر من البـازلـت المصهور- - basalt : Blocks of crushed basalt كتل من البازلت المصهور Plates made of basalt ألواح البازلت المصهور Plates made of basalt صفائح البازلت المصهور - - - Other غيرها- - -",5%,,,
69,68.15,681512000000,68.15.12.00.00.00,,5%,,,
69,68.15,681513100000,68.15.13.10.00.00,,5%,,,
69,68.15,681513200000,68.15.13.20.00.00,,5%,,,
69,68.15,681513300000,68.15.13.30.00.00,,5%,,,
69,68.15,681513400000,68.15.13.40.00.00,,5%,,,
69,68.15,681513900000,68.15.13.90.00.00,,5%,,,
69,68.15,681519100000,68.15.19.10.00.00,,5%,,,
69,68.15,681519200000,68.15.19.20.00.00,,5%,,,
69,68.15,681519300000,68.15.19.30.00.00,,5%,,,
69,68.15,681519400000,68.15.19.40.00.00,,5%,,,
69,68.15,681519500000,68.15.19.50.00.00,,5%,,,
69,68.15,681519900000,68.15.19.90.00.00,,5%,,,
69,68.15,681520100000,68.15.20.10.00.00,,5%,,,
69,68.15,681520200000,68.15.20.20.00.00,,5%,,,
69,68.15,681520300000,68.15.20.30.00.00,,5%,,,
69,68.15,681520900000,68.15.20.90.00.00,,5%,,,
69,68.15,681591100000,68.15.91.10.00.00,,5%,,,
69,68.15,681591200000,68.15.91.20.00.00,,5%,,,
69,68.15,681591900000,68.15.91.90.00.00,,5%,,,
69,68.15,681599100000,68.15.99.10.00.00,,5%,,,
69,68.15,681599200000,68.15.99.20.00.00,,5%,,,
69,68.15,681599300001,68.15.99.30.00.01,,5%,,,
69,68.15,681599300002,68.15.99.30.00.02,,5%,,,
69,68.15,681599400000,68.15.99.40.00.00,,5%,,,
69,68.15,681599500001,68.15.99.50.00.01,,5%,,,
69,68.15,681599500002,68.15.99.50.00.02,,5%,,,
69,68.15,681599500003,68.15.99.50.00.03,,5%,,,
69,68.15,681599900000,68.15.99.90.00.00,,5%,,,
97,69.03,690100000000,69.01.00.00.00.00,"الفصــل التــاسع والستــون Ceramic products منتجــات مــن خـــزف Notes. 1.-This Chapter applies only to ceramic products which have been fired after )b( Articles heated to temperatures less than 800 °C for purposes such as curing of resins, accelerating hydration reactions, or for the removal of water or other volatile components, are not considered to be fired. Such articles are excluded (c) Ceramic articles are obtained by firing inorganic, non-metallic materials which have been prepared and shaped previously at, in general, room temperature. Raw materials comprise, inter alia, clays, siliceous materials including fused silica, materials with a high melting point, such as oxides, carbides, nitrides, graphite or other carbon, and in some cases binders such as refractory clays or phosphates. 2.-This Chapter does not cover : A A A DUTY فـئة الرسم RATE اإلجراء A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A (ج) ـ يتم الحصول على المصنوعات الخزفية بالمعالجة بواسطة الحرارة للمواد غير العضوية وغير المعدنية التي سبق تحضيرها وتشكيلها تشمل المواد الخام فيما تشمل الصلصال والمواد السيليسية بما فيها السيليكا المصهورة والمواد ذات نقطة.بدرجة حرارة الغرفة بوجه عام وفي بعض الحاالت الروابط كالصلصال الناري أو،غليان عالية كاألوكسيدات أوالكربيدات أو النتريدات أو الغرافيت أو أنواع الكربون األخر .الفوسفات : ال يشمل هذا الفصل-2 .) "" حلي الغواية ""المقلدة، (مثل، 71 األصناف الداخلة في الفصل- )(ج ؛82 األصناف الداخلة في الفصل- )(هـ الساعات وعلبها ) ؛، (مثل91 األصناف الداخلة في الفصل- )(ح األثاث والمصابيح ولوازم أجهزة اإلنارة والمباني المسبقة الصنع )؛، ( مثل94 االصناف الداخلة في الفصل- )(ط لعب األطفال وألعاب المجتمعات وأدوات ولوازم الرياضة )؛، ( مثل95 األصناف الدخلة في الفصل- )(ي .) التحف الفنية، (مثل97 األصناف الداخلة في الفصل- )(ل DESCRIPTION الصنف منتجات من دقيق حفريات سيليسية أو من أتربة سيليسية مماثلة-1 . وأصناف متحملة للحرارة - Containing by weight more than 50 % of free carbon (A12O3) or of a mixture or compound of alumina and of silica (SiO2) - Other II.- OTHER CERAMIC PRODUCTS Ceramic building bricks, flooring blocks, support or filler tiles and the like. - Building bricks - Other Roofing tiles, chimney-pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods. - Roofing tiles - Other : - - - Cowls - - - Architectural ornaments - - - Other Ceramic pipes, conduits, guttering and pipe fittings. درجة مئوية ألغراض إحماء الراتنجات أو تسريع تفاعالت التمييه أو لنزع800 (ب) ـ األصناف التي يتم تسخينها الى درجات حرارة دون .69 و تستثنى هذه المنتجات من الفصل. ال تعد عولجت بالحرارة،الماء أو غيرها من العناصر الطيارة I.- GOODS OF SILICEOUS FOSSIL MEALS OR OF SIMILAR SILICEOUS EARTHS, AND REFRACTORY GOODS Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths. Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous fossil meals or similar siliceous earths. - Containing by weight, singly or together, more as MgO, CaO or Cr2O3 - Containing by weight more than 50 % of alumina (A12O3), of silica (SiO2) or of a mixture or compound of these products - Other Other refractory ceramic goods (for example, retorts, crucibles, muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods and slide gates), other than those of siliceous fossil meals or of similar siliceous earths. A : مـــالحظــات : تطبق أحكام هذا الفصل فقط على المنتجات الخزفية التي عولجت بالحرارة بعد إعطائها الشكل النهائي-1 من دقيق الحفريات،آجر (طوب) وكتل وترابيع (بالط) وأصناف خزفية أُخر الكيسلجور أو التريبوليت أو الدياتوميت) أو من أتربة سيليسية،السيليسية (مثل مماثلة",50%,,,
97,69.02,690210000000,69.02.10.00.00.00,نارية (متحملة،آجر (طوب) وكتل وترابيع (بالط) وأصناف خزفية مماثلة للبناء عدا المنتجات من دقيق الحفريات السيليسية أو األتربة السيليسية،)الحرارة . المماثلة ) أو الكالسيومMg( وزنا ً من عناصر المغنسيوم%50 محتوية على أكثر من وCaO وMgO معبرا ً عنها ب، كل بمفرده أو مجتمعة، )Cr() أو الكرومCa( Cr2O3,50%,,,
97,69.02,690220000000,69.02.20.00.00.00,)SiO2( ) أو من السيلكاAl2O3( وزنا ً من األلومينا%50 محتوية على أكثر منأو من خليط أو مركب من تلك المنتجات,50%,,,
97,69.02,690290000000,69.02.90.00.00.00,غيرها-,50%,,,
97,69.03,690310000000,69.03.10.00.00.00,المعوجات والبواتق والفوهات والسدادات والحوامل،منتجات نارية خزفية أُخر ( مثل والبواتق الصغيرة واألنابيب والمواسير األغلفة والقضبان والبوابات االنزالقية) عدا . المنتجات من دقيق الحفريات السيليسية أو من األتربة السيليسية المماثلة وزنا ً من الكربون الحر%50 تحتوي على أكثر من-,50%,,,
97,69.03,690320000000,69.03.20.00.00.00,) أو من خليط أو مركبAl2O3( وزنا ً من ألومينا%50 تحتوي على أكثر من)SiO2( من األلومينا والسليكا,50%,,,
97,69.03,690390000000,69.03.90.00.00.00,غيرها-,50%,,,
97,69.04,690410000000,69.04.10.00.00.00,.منتجات خزفية أخر-2 آجر (طوب) بناء و كتل تبليط األرضيات و دعامات أو حشوات وغيرها من . من خزف،األصناف المماثلة آجر (طوب) بناء غيره-,50%,,,
97,69.04,690490000000,69.04.90.00.00.00,,50%,,,
97,69.05,690510000000,69.05.10.00.00.00,قرميد سقوف وقدر وأغطية وبطانات مداخن وزخارف معمارية وأصناف إنشائية .أخر من خزف قرميد سقوف: غيره أغطية مداخن- - زخارف معمارية- - غيرها- - -,50%,,,
97,69.05,690600000000,69.06.00.00.00.00,من خزف،مواسير وأنابيب ومزاريب ومجاري تصريف المياه ولوازمها,50%,,,
